ID,Year,Avg ADI,Max ADI,Min ADI,SVI1,SVI3,SVI4,SVI,MDI
1992020,2020,71.83870968,100,36,0.281248276,0.281334483,0.50802069,0.375465517,14.16
40772018,2018,80.18181818,96,61,0.6481625,0.0942,0.51075,0.5544,14.16
13952018,2018,77.13333333,98,41,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
6792019,2019,90.44444444,100,74,-14.36058806,-14.49820224,-14.44270075,-14.38701269,15.39
57922018,2018,75.35483871,100,39,0.518866667,0.202722222,0.501355556,0.463585185,15.39
22792019,2019,66.85714286,100,31,0.320495238,0.160247619,0.459319048,0.325161905,14.16
38642017,2017,61.48275862,100,26,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
1092021,2021,69.47826087,93,23,0.528523077,0.176961538,0.652553846,0.560707692,14.16
56442017,2017,84.6,99,62,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
8372020,2020,68.25,89,21,0.468933333,0.073683333,0.597366667,0.472016667,14.16
29842018,2018,75.35483871,100,39,0.518866667,0.202722222,0.501355556,0.463585185,14.16
83902019,2019,59.81818182,81,41,0.520988889,0.158866667,0.426077778,0.414422222,14.16
79142021,2021,50.1,69,36,0.3883775,0.1691175,0.3784,0.3324425,14.16
69182017,2017,28,48,17,-16.84582286,-16.71692314,-19.66273686,-19.6968,14.16
85172021,2021,88,100,70,-14.36058806,-14.49820224,-14.44270075,-14.38701269,15.39
86012021,2021,59.33333333,71,45,-62.03813125,0.2024125,-61.84456875,-62.0160375,15.39
55292018,2018,75.33333333,96,38,0.281248276,0.281334483,0.50802069,0.375465517,14.16
46132020,2020,61.18181818,80,48,-14.36058806,-14.49820224,-14.44270075,-14.38701269,14.16
2552017,2017,82.8125,100,63,-14.36058806,-14.49820224,-14.44270075,-14.38701269,#N/A
19792017,2017,77.13333333,98,41,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
62792018,2018,66.375,100,35,-20.12283663,-16.09514568,-24.2851358,-28.37673745,14.16
40522018,2018,56.41666667,100,32,-20.12283663,-16.09514568,-24.2851358,-28.37673745,15.39
58322018,2018,66.73333333,90,36,-20.12283663,-16.09514568,-24.2851358,-28.37673745,15.39
33702017,2017,75.44,96,46,0.381288889,0.112755556,0.484477778,0.358405556,15.39
1522017,2017,61.92307692,81,44,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
31842020,2020,78.5,92,56,0.52862,0.09124,0.62682,0.51598,14.16
72352017,2017,86.42857143,100,63,0.488591803,0.451765574,0.481355738,0.491429508,14.16
4132021,2021,59.56521739,90,28,-16.84582286,-16.71692314,-19.66273686,-19.6968,14.16
11242019,2019,52.69565217,80,26,0.281248276,0.281334483,0.50802069,0.375465517,14.16
8842021,2021,72.5,91,43,0.530916667,0.093941667,0.610875,0.513091667,14.16
59462020,2020,75.33333333,96,38,0.281248276,0.281334483,0.50802069,0.375465517,14.16
68512017,2017,55.61111111,99,32,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
51152020,2020,51.8125,88,35,0.520988889,0.158866667,0.426077778,0.414422222,14.16
68502018,2018,75.44,96,46,0.381288889,0.112755556,0.484477778,0.358405556,#N/A
5152021,2021,84.6,99,62,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
79262020,2020,84.6,99,62,-35.23665595,-23.3116881,-94.64645238,-94.70366905,15.39
5122019,2019,56.15,100,25,-20.12283663,-16.09514568,-24.2851358,-28.37673745,15.39
92092021,2021,48.86363636,96,20,-20.12283663,-16.09514568,-24.2851358,-28.37673745,14.16
44292017,2017,82.44444444,97,59,0.65664,0.12088,0.65854,0.6392,14.16
47442020,2020,60,86,49,0.281248276,0.281334483,0.50802069,0.375465517,14.16
34652020,2020,82,93,76,0.432283333,0.07975,0.568616667,0.432433333,14.16
83462020,2020,75.35483871,100,39,0.518866667,0.202722222,0.501355556,0.463585185,14.16
90752020,2020,85.6,96,74,0.6481625,0.0942,0.51075,0.5544,14.16
52212019,2019,63.4,90,34,-14.36058806,-14.49820224,-14.44270075,-14.38701269,14.16
96642021,2021,59.56521739,90,28,-16.84582286,-16.71692314,-19.66273686,-19.6968,14.16
70872019,2019,75.33333333,96,38,0.281248276,0.281334483,0.50802069,0.375465517,14.16
53872018,2018,68,80,52,-14.36058806,-14.49820224,-14.44270075,-14.38701269,15.39
49082018,2018,60.83333333,92,19,-41.16701667,0.167404167,-41.20337917,-41.25182917,14.16
2652017,2017,85.75,100,64,-14.36058806,-14.49820224,-14.44270075,-14.38701269,14.16
15632019,2019,76,100,40,-14.36058806,-14.49820224,-14.44270075,-14.38701269,14.16
19292019,2019,75.35483871,100,39,0.518866667,0.202722222,0.501355556,0.463585185,14.16
18932018,2018,63.47058824,88,43,0.281248276,0.281334483,0.50802069,0.375465517,14.16
46972018,2018,83.88888889,97,58,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
30752018,2018,55.67741935,92,22,0.233686957,0.196252174,0.383752174,0.25236087,15.39
71362019,2019,59.95,85,36,0.233686957,0.196252174,0.383752174,0.25236087,15.39
5762020,2020,68.25,89,21,0.468933333,0.073683333,0.597366667,0.472016667,14.16
91722019,2019,69,84,52,0.520988889,0.158866667,0.426077778,0.414422222,#N/A
55842018,2018,68.25,89,21,0.468933333,0.073683333,0.597366667,0.472016667,15.39
77112018,2018,84.88888889,96,71,0.518866667,0.202722222,0.501355556,0.463585185,14.16
13052021,2021,56.39130435,96,21,-20.12283663,-16.09514568,-24.2851358,-28.37673745,14.16
21942018,2018,75.33333333,96,38,0.281248276,0.281334483,0.50802069,0.375465517,14.16
13212021,2021,67.5,88,44,0.63055,0.2751,0.625072222,0.496166667,14.16
46652017,2017,73.60714286,93,51,0.320495238,0.160247619,0.459319048,0.325161905,14.16
39722017,2017,77,96,40,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
25652020,2020,84.6,99,62,-35.23665595,-23.3116881,-94.64645238,-94.70366905,15.39
26922018,2018,60.83333333,92,19,-41.16701667,0.167404167,-41.20337917,-41.25182917,14.16
89662021,2021,54.95238095,86,9,-64.95274448,-61.73817408,-63.50336224,-64.98671904,14.16
47222018,2018,72.81818182,100,35,-14.36058806,-14.49820224,-14.44270075,-14.38701269,14.16
93342018,2018,71.83870968,100,36,0.281248276,0.281334483,0.50802069,0.375465517,14.16
24362021,2021,55.85714286,71,37,-35.23665595,-23.3116881,-94.64645238,-94.70366905,15.39
1902019,2019,61.48275862,100,26,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
17852020,2020,60.1875,75,34,-20.12283663,-16.09514568,-24.2851358,-28.37673745,14.16
40682018,2018,71.83870968,100,36,0.281248276,0.281334483,0.50802069,0.375465517,14.16
13112017,2017,75.5,84,70,-62.03813125,0.2024125,-61.84456875,-62.0160375,14.16
66312018,2018,55.85714286,71,37,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
66392020,2020,31.33333333,51,12,-16.84582286,-16.71692314,-19.66273686,-19.6968,14.16
32702019,2019,54.2,80,31,0.38214,0.11101,0.52928,0.36114,14.16
10552019,2019,60.83333333,92,19,-41.16701667,0.167404167,-41.20337917,-41.25182917,15.39
20812018,2018,46.5,83,27,0.233686957,0.196252174,0.383752174,0.25236087,15.39
20352019,2019,66.5,95,38,0.381288889,0.112755556,0.484477778,0.358405556,14.16
8492020,2020,55.61111111,99,32,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
15012020,2020,86.42857143,100,63,0.488591803,0.451765574,0.481355738,0.491429508,15.39
55692017,2017,63.47058824,88,43,0.281248276,0.281334483,0.50802069,0.375465517,14.16
6282019,2019,84.6,99,62,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
27092017,2017,83.88888889,97,58,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
53042019,2019,42.375,95,17,-16.84582286,-16.71692314,-19.66273686,-19.6968,14.16
68762020,2020,70.75,86,55,0.488591803,0.451765574,0.481355738,0.491429508,#N/A
77492019,2019,73.60714286,93,51,0.320495238,0.160247619,0.459319048,0.325161905,15.39
95012020,2020,43.42307692,79,19,-16.84582286,-16.71692314,-19.66273686,-19.6968,14.16
95582018,2018,46.5,83,27,0.233686957,0.196252174,0.383752174,0.25236087,14.16
64982017,2017,77.13333333,98,41,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
38882020,2020,51.09090909,90,20,-16.84582286,-16.71692314,-19.66273686,-19.6968,15.39
25062020,2020,73,91,54,0.491384615,0.126715385,0.580538462,0.468,14.16
56282019,2019,51.42857143,66,36,0.233686957,0.196252174,0.383752174,0.25236087,14.16
2422020,2020,42.95833333,98,19,-20.12283663,-16.09514568,-24.2851358,-28.37673745,14.16
25522019,2019,52.8,65,36,0.459538,0.15345,0.390582,0.377176,14.16
61772019,2019,75.33333333,96,38,0.281248276,0.281334483,0.50802069,0.375465517,14.16
71142019,2019,73,88,52,0.432283333,0.07975,0.568616667,0.432433333,14.16
37432017,2017,55.27272727,79,22,0.393015385,0.096069231,0.543069231,0.392561538,14.16
39252019,2019,66.73333333,90,36,-20.12283663,-16.09514568,-24.2851358,-28.37673745,14.16
51062021,2021,66.38095238,95,42,-20.12283663,-16.09514568,-24.2851358,-28.37673745,14.16
24452018,2018,85.75,100,64,-14.36058806,-14.49820224,-14.44270075,-14.38701269,15.39
13612017,2017,67.5,88,44,0.63055,0.2751,0.625072222,0.496166667,14.16
78492017,2017,85.75,100,64,-14.36058806,-14.49820224,-14.44270075,-14.38701269,15.39
53842019,2019,42.375,95,17,-16.84582286,-16.71692314,-19.66273686,-19.6968,14.16
7682020,2020,75.33333333,96,38,0.281248276,0.281334483,0.50802069,0.375465517,15.39
1222019,2019,84.6,99,62,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
28812017,2017,82.8125,100,63,-14.36058806,-14.49820224,-14.44270075,-14.38701269,14.16
79462018,2018,85.6,96,74,0.6481625,0.0942,0.51075,0.5544,14.16
44752020,2020,86.4,100,40,-14.36058806,-14.49820224,-14.44270075,-14.38701269,14.16
28232017,2017,68.5,96,43,0.489333333,0.088433333,0.570116667,0.473,14.16
93682017,2017,80.18181818,96,61,0.6481625,0.0942,0.51075,0.5544,14.16
23022018,2018,84.90909091,93,75,0.63055,0.2751,0.625072222,0.496166667,14.16
